ID	language	Analysis_Source	Name (extracted)	Citing Article	Cited Article	Features	Homepage	Note	Label	Details	modality	use
5648	Indonesian Corpus	cited_context | citing_context	Indonesian Common Crawl (CC-ID)	https://doi.org/10.18653/v1/2020.aacl-main.85 (2020)	https://www.semanticscholar.org/paper/5feb32a73dd1bd9e13f84a7b3344497a5545106b (2016)	The Indonesian Common Crawl (CC-ID) dataset is primarily used to train fastText models for word embeddings, specifically focusing on the Indonesian language. These models are employed to enhance performance in Indonesian text classification tasks and to conduct large-scale self-supervised learning. The dataset facilitates comparisons between different training approaches, enabling researchers to evaluate and improve model effectiveness in handling Indonesian text data.; The Indonesian Common Crawl (CC-ID) dataset is used to train fastText models for word embeddings, specifically focusing on the Indonesian language. It serves as a benchmark to evaluate and compare model performance in Indonesian text classification tasks. The dataset provides a large-scale resource that enhances the accuracy and effectiveness of these models, facilitating advancements in Indonesian language processing.	https://data.statmt.org/cc-100/		1	part of the dataset	Written	Word Embeddings/Text Classification
7	Akan Corpus	citing_context	Akan UGSpeechData	https://www.semanticscholar.org/paper/d8e6c45b1504089cdde501164d0bb557ac544dfb (2025)	https://www.sciencedirect.com/science/article/pii/S2352340925006043	The Akan UGSpeechData dataset is used to train an Akan base model for standard speech recognition, utilizing 100 hours of transcribed Akan speech comprising 18,787 samples. This dataset enables researchers to develop and refine speech recognition systems specifically tailored for the Akan language, enhancing accuracy and performance in Akan speech processing applications.	https://www.scidb.cn/en/detail?dataSetId=bbd6baee3acf43bbbc4fe25e21077c8a		1		Speech	Speech Recognition/Understanding
8	Akan Corpus	citing_context	EmoryNLP	https://doi.org/10.48550/arXiv.2502.10973 (2025)	https://www.semanticscholar.org/paper/ba4c923b43360325cba984549aa3c3224863d1f6 (2018)	The EmoryNLP dataset is used for Akan language research, specifically in dialogue modeling and emotion detection. It focuses on daily conversation scenarios to understand natural language interactions and analyzes emotional expressions in multi-party and text-based conversations. This dataset enables researchers to develop models that can accurately capture and interpret the nuances of Akan language dialogues and emotions.	https://www.emorynlp.org/		1		Written	Emotion Detection
12	Akan Corpus	cited_context	wordsim-353	https://www.semanticscholar.org/paper/4e96e6d2abc54bc55d5489a9e5a666f273b69410 (2019)	https://doi.org/10.1109/ICDARW.2019.40090 (2019)	The wordsim-353 dataset is used to evaluate word similarity in African languages, specifically Yoruba and Twi, by translating and adapting the original English dataset. Researchers employ this adapted dataset to assess the performance of computational models in capturing semantic similarities between words in these languages. This enables the development and refinement of natural language processing tools tailored for African linguistic contexts.	http://www.cs.technion.ac.il/~gabr/resources/data/wordsim353/		1		Written	Lexicon/Dictionary
135	Assamese Corpus	cited_context	ALT	https://doi.org/10.1162/tacl_a_00452 (2021)		The ALT dataset is primarily used to collate parallel data for machine translation, focusing on Indian languages, particularly Assamese. It serves as a training set for developing and evaluating translation models, enhancing their performance for under-resourced and low-resource languages. This dataset supports the creation of more accurate and robust machine translation systems, specifically addressing the needs of Assamese and other Indian languages.	https://www2.nict.go.jp/astrec-att/member/mutiyama/ALT/		1		Written	Machine Translation
145	Assamese Corpus	cited_context	Assamese WordNet	https://doi.org/10.5815/ijem.2016.03.04 (2016)	https://www.semanticscholar.org/paper/01d99bfa62e7cc66ee70115ea5d6e4fc471d5c96 (2014)	The Assamese WordNet dataset is used to enhance the quality of bilingual machine translation systems and document classification in Assamese Natural Language Processing (NLP). It provides essential lexical and semantic information, which improves the accuracy and context understanding in these NLP tasks. This dataset enables researchers to develop more effective and culturally relevant NLP applications for the Assamese language.	https://www.tezu.ernet.in/~nlp/paper/nwdaa_11.pdf		1		Written	Machine Translation
170	Assamese Corpus	cited_context	Xlit-IITB-Par	https://doi.org/10.18653/v1/2023.findings-emnlp.4 (2022)	https://www.semanticscholar.org/paper/a4a7467a02f9eef2e26dfec7efa01da936e8aa54 (2014)	The Xlit-IITB-Par dataset is primarily used for transliteration research, focusing on improving the accuracy and consistency of transliteration models for Indian languages. It is applied to evaluate machine translation systems, compare parallel corpora, and enhance transliteration models by providing a diverse set of examples. The dataset is also used to study the readability and accuracy of transliterated content, particularly in children's stories.	https://www.cfilt.iitb.ac.in/iitb_parallel/		1		Written	Machine Translation
158	Assamese Corpus	cited_context	Leipzig Corpora Collection (WikiDump)	https://doi.org/10.1109/I3CS58314.2023.10127567 (2023)	https://doi.org/10.1007/978-3-642-20128-8_8 (2013)	The Leipzig Corpora Collection (WikiDump) is used to provide a multi-lingual dataset consisting of Wikipedia content, enabling researchers to compare and analyze Assamese language data. This dataset facilitates linguistic analysis by offering a rich, structured resource that supports cross-linguistic studies and comparisons, enhancing understanding of the Assamese language within a broader multilingual context.	https://wortschatz.uni-leipzig.de/en/download/Assamese		1		Written	Linguistic Analysis
160	Assamese Corpus	cited_context	Mann Ki Baat test set	https://doi.org/10.1162/tacl_a_00452 (2021)	https://www.semanticscholar.org/paper/d0986c1792bb6565804985e3ecfd2cae4509a5c3 (2020)	The Mann Ki Baat test set is used to evaluate the translation quality and consistency of models translating the Indian Prime Minister’s speeches into 8 Indic languages, including Assamese. This dataset facilitates the assessment of translation accuracy and coherence, enabling researchers to compare model performance across different languages.	https://quiz.mygov.in/quiz/mann-ki-baat-100-quiz/		1		Speech	Machine Translation
163	Assamese Corpus	cited_context	OPUS3	https://doi.org/10.1162/tacl_a_00452 (2021)	https://www.semanticscholar.org/paper/f4af3fe736b616452424d50cbd47d52f0a210582 (2020)	The OPUS3 dataset is used to collect sentence-aligned corpora for linguistic research. It has been utilized to gather data specifically for the Assamese language, enhancing linguistic studies by providing aligned sentences. The dataset, collected on 21 March 2021, supports research into language structure and usage, facilitating detailed analysis and comparison.	https://opus.nlpl.eu/Samanantar/corpus/version/Samanantar		1		Written	Linguistic Research
154	Assamese Corpus	cited_context	IndicCorp	https://doi.org/10.18653/v1/2023.findings-emnlp.4 (2022)		The IndicCorp dataset is primarily used for training and evaluating models on Assamese language tasks, focusing on transliteration accuracy, consistency, and readability. It provides a large corpus of Indic language data, including parallel and monolingual texts, which supports the development of transliteration systems and enhances performance in language processing tasks. The dataset is also utilized for mining word pairs and creating lexical resources, contributing to multilingual text processing and machine translation, especially for low-resource languages like Assamese.	https://opendatalab.com/OpenDataLab/IndicCorp		1		Written	Transliteration
134	Assamese Corpus	citing_context	Aksharantar	https://doi.org/10.1145/3639565 (2024)	https://doi.org/10.48550/arXiv.2205.03018 (2022)	The Aksharantar dataset is used to train and evaluate a multilingual transliteration model for 21 Indian languages, including Assamese. It focuses on achieving state-of-the-art results using a transformer-based model. The dataset's multilingual nature and comprehensive coverage of Indian languages enable researchers to develop and test advanced transliteration systems.	https://huggingface.co/datasets/ai4bharat/Aksharantar		1		Written	Transliteration
155	Assamese Corpus	citing_context	IndicTTS database	https://doi.org/10.48550/arXiv.2407.14056 (2024)	https://doi.org/10.18653/v1/2024.acl-long.843 (2024)	The IndicTTS database is used to select neutral-like utterances across a diverse range of domains, contributing to the creation of a comprehensive dataset for Indian languages. This methodology ensures a broad representation, enabling research in speech synthesis and natural language processing for multiple Indian languages.	https://huggingface.co/collections/SPRINGLab/indictts-datasets-6757d20ec68d32dbcd3e3951		1		Speech	Speech Synthesis
152	Assamese Corpus	citing_context	HASOC 2023 test set	https://doi.org/10.48550/arXiv.2310.02249 (2023)	https://doi.org/10.48550/arXiv.2211.11418 (2022)	The HASOC 2023 test set is used to evaluate specialized models like BengaliSBERT, GujaratiSBERT, and assamese-bert, focusing on state-of-the-art performance in hate speech detection and offensive content classification. This dataset enables researchers to assess the effectiveness of these models in identifying and classifying harmful content, contributing to the development of more robust and culturally sensitive natural language processing systems.	https://hasocfire.github.io/hasoc/2023/task1.html		1		Written	Sentiment Analysis
148	Assamese Corpus	cited_context	Dakshina dataset	https://doi.org/10.48550/arXiv.2205.03018 (2022), https://doi.org/10.18653/v1/2023.findings-emnlp.4 (2022)	https://doi.org/10.3115/v1/N15-3017 (2015)	The Dakshina dataset is primarily used for training and evaluating machine translation, transliteration, and script conversion systems for Assamese and other Indic languages. It supports research on linguistic features, script characteristics, and information retrieval tasks. The dataset facilitates the development and evaluation of language processing tools, focusing on low-resource languages and cross-script conversion accuracy. It is also utilized for analyzing morphological and phonological features, enhancing model performance, and compiling datasets for processing South Asian languages written in the Latin script.	https://github.com/google-research-datasets/dakshina		1		Written	Machine Translation
159	Assamese Corpus	citing_context	linked Indian Wordnets	https://www.semanticscholar.org/paper/f126edb612d87fe5b68b5170d242a2f2f31a2e0f (2020)	https://doi.org/10.1145/3297001.3297045 (2019)	The linked Indian Wordnets dataset is used to generate true cognate data, which is essential for creating a cognate dataset. This dataset specifically aids in improving the accuracy of phylogenetic trees for Indian languages, including Assamese. The methodology involves leveraging the structured lexical relationships within the Wordnets to identify and validate cognates, enhancing the precision of linguistic evolutionary studies.	https://github.com/cfiltnlp/IWN-En		1		Lexical	Lexicon/Dictionary
171	Assamese Corpus	citing_context	XORQA	https://doi.org/10.1109/RAIT65068.2025.11089369 (2025)	https://doi.org/10.48550/arXiv.2407.13522 (2024)	The XORQA dataset is used to develop and evaluate context-grounded question-answering (QA) systems for 11 Indic languages, including Assamese. It focuses on assessing the performance and capabilities of QA models in understanding and generating answers within specific linguistic contexts, thereby enabling researchers to improve multilingual QA systems for Indian languages.	https://github.com/AkariAsai/XORQA		1		Written	Question Answering
147	Assamese Corpus	citing_context	CommonVoice corpora	https://doi.org/10.1109/APSIPAASC63619.2025.10848811 (2024)	https://www.semanticscholar.org/paper/63a71de0dafc90910e37a2b07169ff486d9b5fe5 (2019)	The CommonVoice corpora are used to train and evaluate speech recognition models, particularly for Assamese and other Indian languages. Researchers focus on improving the performance and accuracy of these models in recognizing speech in less-resourced languages. The dataset's diverse and multilingual nature enables robust testing and validation, enhancing the generalizability of the models.	https://commonvoice.mozilla.org/en/datasets		1		Speech	Speech Recognition/Understanding
161	Assamese Corpus	citing_context	Mozilla Common Voice	https://doi.org/10.1109/ACCESS.2023.3316142 (2023)	https://doi.org/10.1109/cvpr.2016.90 (2015)	The Mozilla Common Voice dataset is used to evaluate the performance of pre-trained models combined with machine learning classifiers, specifically focusing on voice recognition accuracy. This dataset enables researchers to assess and improve the effectiveness of voice recognition systems by providing a diverse set of audio samples.	https://commonvoice.mozilla.org/en/datasets		1		Speech	Speech Recognition/Understanding
162	Assamese Corpus	citing_context	online handwritten Assamese characters dataset	https://doi.org/10.3745/JIPS.02.0008 (2015)		The online handwritten Assamese characters dataset is used to collect and analyze samples of 121 conjunct consonants, 10 numeric characters, and 52 basic alphabetic characters. This dataset focuses on character recognition and analysis, employing methodologies that involve collecting online handwritten samples. It enables research into the accurate identification and classification of Assamese characters, supporting advancements in handwriting recognition technology.	https://archive.ics.uci.edu/dataset/208/online+handwritten+assamese+characters+dataset		1		Handwriting	Character Recognition
181	Bavarian Corpus	cited_context	DCK	https://www.semanticscholar.org/paper/56051929213235139795ed282f1ad0b30c549ac8 (2016)	https://doi.org/10.1515/ZGL-2013-0009 (2013)	The dataset 'DCK' is mentioned in the citation context but lacks detailed descriptions of its usage, methodology, research questions, or specific characteristics. Therefore, there is insufficient evidence to provide a comprehensive description of how this dataset is actually used in research.	https://www.uni-due.de/germanistik/beisswenger/aktivitaeten.php		1			
183	Bavarian Corpus	citing_context	German NoSta-D	https://doi.org/10.48550/arXiv.2403.12749 (2024)		The German NoSta-D dataset is used for Named Entity Recognition (NER) annotations in non-standard German genres. It includes historical, chat, spoken, learner, and literary prose data. Researchers employ this dataset to enhance NER models, addressing the challenges of varied and non-standard language forms. This enables more accurate entity recognition in diverse textual contexts, improving the robustness of natural language processing systems.	https://www.linguistik.hu-berlin.de/de/institut/professuren/korpuslinguistik/forschung/nosta-d		1		Written	Named Entity Recognition
184	Bavarian Corpus	cited_context | citing_context	GermEval 2014	https://doi.org/10.48550/arXiv.2403.12749 (2024)	https://www.semanticscholar.org/paper/0a1cf8dbb859c13cbdb40788d7e69060155f9d77 (2014), https://www.semanticscholar.org/paper/9b644bf5262e0d02d7ac25dab509d07d240b263a (2014)	The GermEval 2014 dataset is used to guide Named Entity Recognition (NER) annotations in Bavarian, aligning with German annotation guidelines and dataset structure. This facilitates consistent and standardized NER tasks, enabling researchers to develop and evaluate NER models specifically for the Bavarian language. The dataset's structured format supports the creation of annotated corpora, enhancing the accuracy and reliability of NER systems in Bavarian.; The GermEval 2014 dataset is used to study the Bavarian language by applying fine-grained annotations to derived and partially-contained named entities. Researchers adapt this dataset to enhance the precision of named entity recognition, focusing on linguistic nuances specific to Bavarian. This approach aids in developing more accurate natural language processing models for under-resourced languages.	https://sites.google.com/site/germeval2014ner/		1		Written	Named Entity Recognition
186	Bavarian Corpus	citing_context	Kontatti corpus	https://doi.org/10.48550/arXiv.2403.10293 (2024)	https://doi.org/10.22210/suvlin.2019.088.07 (2020)	The Kontatti corpus is used to analyze Bavarian speech data, focusing on multidialectal variations within the Bavarian language. It contributes to linguistic studies by eliciting comparable spoken data in minor languages, enabling researchers to make detailed observations about linguistic features and variations.	https://kontatti.projects.unibz.it/category/corpus/		1		Speech	Linguistic Analysis
193	Bavarian Corpus	cited_context | citing_context	XSID	https://doi.org/10.48550/arXiv.2501.03863 (2025), https://doi.org/10.48550/arXiv.2403.10293 (2024), https://doi.org/10.18653/V1/2021.NAACL-MAIN.197 (2021), https://www.semanticscholar.org/paper/733f61bfa5bffa1cebeceb0d22dfc654b3a7b911 (2024)	https://www.semanticscholar.org/paper/d2dac0f91d12e2aa0c2471052fb8887cd81aa2ad (2024), https://doi.org/10.1109/ICASSP.2013.6639292 (2013)	The xSID dataset is primarily used to test and enhance prediction accuracy in Bavarian dialects, particularly for slot and intent detection in digital assistant queries. It serves as a benchmark for comparing performance across different Bavarian dialects, such as South Tyrolean and Upper Bavarian. The dataset has been extended with additional dialectal data from various regions, including Upper Bavaria, Bernese Swiss German, Neapolitan, and Norwegian dialects, to support multilingual spoken language understanding tasks. This extension aids in evaluating the generalizability of models and studying the variability and standardization of Upper German dialects.; The XSID dataset is used to train and evaluate cross-linguistic models, particularly for Bavarian language tasks, including intent classification and slot filling. It focuses on the Austro-Bavarian German dialect, with 800 sentences per language, totaling 10,000 sentences. This dataset supports research in natural language processing, enabling the analysis and improvement of model performance on low-resource dialects like South Tyrolean (de-st).	https://huggingface.co/datasets/SEACrowd/xsid		1		Speech	Intent Classification and Slot Filling
172	Bavarian Corpus	cited_context	Bavarian	https://doi.org/10.48550/arXiv.2304.09805 (2023)	https://doi.org/10.18653/v1/P17-1178 (2017)	The Bavarian dataset is used to create automatically aligned German–Alemannic/Bavarian bitexts, focusing on cross-lingual annotation and alignment for low-resource languages. This methodology involves aligning sentences between German and Bavarian/Alemannic dialects, enabling research in linguistic resource development and improving machine translation capabilities for under-resourced languages.	https://huggingface.co/datasets/SEACrowd/wikiann		1		Written	Machine Translation
175	Bavarian Corpus	cited_context	Bavarian Treebank	https://doi.org/10.48550/arXiv.2304.09805 (2023)	https://www.semanticscholar.org/paper/70026982e00bc01bec76148bfb7f14c982c4ab85 (2021)	The Bavarian Treebank is used to create a syntactically annotated corpus of Bavarian, which supports linguistic analysis and natural language processing tasks. It is employed to study the Bavarian language, focusing on linguistic features and dialectal variations. The dataset's syntactic annotations enable detailed examination of grammatical structures, enhancing understanding of the language's unique characteristics.	https://github.com/UniversalDependencies/UD_Bavarian-MaiBaam		1		Written	Parsing and Tagging
180	Bavarian Corpus	citing_context	DBÖ	https://www.semanticscholar.org/paper/a6653831335ca1101160c8959e1c622302c6a81f (2020)		The DBÖ dataset is used as a knowledge base for a comprehensive, joint approach combining dictionary and atlas data, specifically for the Bavarian language. It is utilized to curate, enrich, interlink, and publish Bavarian linguistic data in the LLOD platform, enhancing data management and interoperability. This enables detailed linguistic research and resource integration.	https://euralex.org/publications/database-of-bavarian-dialects-dbo-electronically-mapped-dboema-a-system-for-archiving-maintaining-and-field-mapping-of-heterogeneous-dialect-data-for-the-compilation-of-dialect-lexicons/#:~:text=Dialect%20Lexicons%20%E2%80%93%20Euralex-,Database%20of%20Bavarian%20Dialects%20(DB%C3%96)%20Electronically%20Mapped%20(dbo@,the%20Compilation%20of%20Dialect%20Lexicons&text=dbo@ema%20is%20a%20system,to%20the%20project%20dbo@ema.		1	Database of Bavarian Dialects (DBÖ) Electronically Mapped (dbo@ema)	Written	Lexicon/Dictionary
718	Bhojpuri Corpus	citing_context	IndicVoices	https://www.semanticscholar.org/paper/3a67a93afc0b0c3caf580ebb73d66d9a1b575c21 (2025)	https://doi.org/10.1109/ICASSP49357.2023.10096933 (2022)	The IndicVoices dataset is used to improve Automatic Speech Recognition (ASR) systems for Bhojpuri, a low-resource Indian language. It provides a large-scale, curated collection of audio and text pairs, which are leveraged to enhance ASR performance through web-mined data. This dataset supports ASR development by offering a diverse and rich set of audio and text pairs, thereby improving ASR accuracy and system robustness.	https://github.com/AI4Bharat/IndicVoices		1		Speech	Speech Recognition/Understanding
a	Bhojpuri Corpus	citing_context	Vaani	https://www.semanticscholar.org/paper/3a67a93afc0b0c3caf580ebb73d66d9a1b575c21 (2025)			https://vaani.iisc.ac.in/		1			
715	Bhojpuri Corpus	citing_context	Bhojpuri	https://www.semanticscholar.org/paper/71a88ba9a07a7a290755430c2c6282008b85db12 (2019)	https://doi.org/10.1162/tacl_a_00065 (2016)	The Bhojpuri dataset is mentioned in research citations but lacks detailed descriptions of its usage. There is no explicit information on specific methodologies, research questions, or characteristics of the dataset. Therefore, it cannot be accurately described how this dataset is used in research based on the provided evidence.	https://huggingface.co/datasets/ankur02/bhojpuri		1			
716	Bhojpuri Corpus	citing_context	Bhojpuri UD	https://doi.org/10.18653/v1/2024.findings-acl.857 (2024)	https://www.semanticscholar.org/paper/cc58ebb219feb0f6da5c0f52bed1721dcc4068a1 (2020)	The Bhojpuri UD dataset is used to evaluate the performance of part-of-speech (POS) tagging in Bhojpuri, specifically focusing on the accuracy of universal dependency annotations. Researchers employ this dataset to assess and improve the precision of linguistic tagging tools, contributing to the development of more reliable natural language processing systems for the Bhojpuri language.	https://github.com/UniversalDependencies/UD_Bhojpuri-BHTB		1	The Bhojpuri Universal Dependency Treebanks (BHTB)	Written	Parsing and Tagging
722	Bhojpuri Corpus	citing_context	ULCA NewsOnAir	https://www.semanticscholar.org/paper/3a67a93afc0b0c3caf580ebb73d66d9a1b575c21 (2025)		The ULCA NewsOnAir dataset is used to train monolingual Bhojpuri models, focusing on enhancing speech recognition and language modeling. It provides 133.4 hours of news broadcast data, which improves the model's understanding of spoken language and robustness in diverse speech contexts, particularly in conversational speech. This dataset contributes to advancing the performance of Bhojpuri speech recognition systems by offering rich, varied speech data.	https://github.com/Open-Speech-EkStep/ULCA-asr-dataset-corpus		1	ULCA ASR Dataset Corpus	Speech	Speech Recognition/Understanding
a	Bhojpuri Corpus	citing_context	SpeeS-IA	https://www.semanticscholar.org/paper/3a67a93afc0b0c3caf580ebb73d66d9a1b575c21 (2025)	https://doi.org/10.48550/arXiv.2206.12931 (2022)		https://github.com/kmi-linguistics/SpeeD-IA		1			
761	Burmese Corpus	citing_context	Myanmar Language Commission (MLC)	https://www.semanticscholar.org/paper/fdb63df962f8411726d277480699564321a2648d (2020)		The Myanmar Language Commission (MLC) dataset is used to obtain standard graphemes for Burmese language processing. Researchers focus on linguistic data for script analysis and normalization, employing the dataset to ensure consistency and accuracy in representing Burmese script. This enables precise linguistic analysis and supports the development of computational tools for Burmese language processing.	https://en.wikipedia.org/wiki/Myanmar%E2%80%93English_Dictionary		1		Written	Script Analysis and Normalization
759	Burmese Corpus	citing_context	high-quality in-house Burmese speech dataset	https://www.semanticscholar.org/paper/fdb63df962f8411726d277480699564321a2648d (2020)	https://doi.org/10.21437/Interspeech.2015-132 (2015)	The high-quality in-house Burmese speech dataset is used to develop the first statistical parametric Burmese text-to-speech (TTS) system based on Hidden Markov Models (HMMs). This dataset focuses on enhancing the quality of speech synthesis, enabling researchers to improve the naturalness and intelligibility of synthesized Burmese speech. The dataset's high quality and in-house nature provide essential acoustic data for training and refining HMM-based TTS models.	https://www.openslr.org/80/		1		Speech	Speech Synthesis
766	Burmese Corpus	citing_context	Wikipedia Burmese data	https://doi.org/10.1109/ICCI64209.2025.10987237 (2025)	https://doi.org/10.1162/tacl_a_00051 (2016)	The Wikipedia Burmese data dataset is used to train fastText embeddings, specifically focusing on subword information to enhance word vectors in the Burmese language. This methodology leverages the dataset's rich textual content to improve the representation of Burmese words, enabling more nuanced and contextually accurate natural language processing tasks.	https://www.kaggle.com/datasets/myominhtet/burmese-wikipedia-articles144k		1		Written	Word Embedding
763	Burmese Corpus	cited_context	myPOS	https://doi.org/10.1016/j.heliyon.2022.e10375 (2022)		The 'myPOS' dataset is used to train and evaluate a Myanmar POS tagger, specifically extending the existing corpus with a standardized set of 15 POS tags. This dataset enables researchers to develop and refine POS tagging models for the Burmese language, enhancing the accuracy and robustness of natural language processing tools in this linguistic domain.	https://github.com/ye-kyaw-thu/myPOS		1		Written	Parsing and Tagging
762	Burmese Corpus	citing_context	myNER corpus	https://doi.org/10.1109/ICCI64209.2025.10987237 (2025)	https://doi.org/10.1016/j.heliyon.2022.e10375 (2022)	The myNER corpus is used for named entity recognition (NER) experiments, focusing on evaluating the performance of NER models on Burmese language data. This dataset enables researchers to test and refine NER algorithms, addressing specific challenges in identifying and classifying named entities within the Burmese language.	https://github.com/ye-kyaw-thu/myNER		1		Written	Named Entity Recognition
770	Cameroon Pidgin Corpus	citing_context	Spoken Corpus of Cameroon Pidgin English	https://doi.org/10.1163/19552629-01201003 (2019)		The 'Spoken Corpus of Cameroon Pidgin English' is used to analyze the grammatical structure and linguistic features of spoken Cameroon Pidgin English. Researchers focus on syntactic patterns, morphological features, and usage patterns in natural speech. This dataset enables detailed linguistic analysis by providing authentic spoken data, facilitating a deeper understanding of the language's structure and usage.	https://sussex.figshare.com/articles/online_resource/A_spoken_corpus_of_Cameroon_Pidgin_English_pilot_study/23436653?file=41148716		1		Speech	Linguistic Analysis
818	Cebuano Corpus	citing_context	Bible in Cebuano	https://doi.org/10.1145/3342827.3342833 (2019)	https://doi.org/10.1007/s10579-014-9287-y (2014)	The 'Bible in Cebuano' dataset is used to study linguistic aspects of the Cebuano language, particularly through the translation and textual analysis of biblical passages. Researchers employ this dataset to examine the nuances and complexities of Cebuano translations, focusing on how religious texts are rendered in the language. This analysis helps in understanding the linguistic and cultural adaptations in Cebuano biblical translations.	https://github.com/Jaden-J/OfflineBible-Data		1		Written	Translation and Textual Analysis
829	Central Kurdish Corpus	citing_context	dataset containing 14,881 comments from various Facebook pages	https://doi.org/10.48550/arXiv.2304.04703 (2023)	https://doi.org/10.37652/juaps.2022.176501 (2022)	The dataset containing 14,881 comments from various Facebook pages is used for sentiment analysis of Kurdish comments. Researchers focus on creating and evaluating this dataset to understand public opinion and emotional responses. The methodology involves analyzing the textual content to gauge sentiments, providing insights into how the public reacts to various topics on social media.	https://www.philstat.org/index.php/MSEA/article/view/890		1		Written	Sentiment Analysis
842	Central Kurdish Corpus	cited_context | citing_context	Pewan text corpus	https://www.semanticscholar.org/paper/602db1616942b9d4d408b4934c766da8e67854f4 (2021), https://doi.org/10.1007/s10579-022-09594-4 (2022)	https://www.semanticscholar.org/paper/2fb97d01e987a798958472d384ecbb533a321996 (2013)	The Pewan text corpus is used to analyze and compare Central Kurdish and Northern Kurdish texts, focusing on linguistic differences and similarities. Collected from online news agencies, the dataset enables researchers to introduce and examine these dialects using textual analysis methods, providing insights into their structural and lexical variations.; The Pewan text corpus is used to introduce and analyze Central Kurdish and Northern Kurdish languages, focusing on linguistic features and linguistic comparisons. Researchers employ the dataset to explore specific linguistic characteristics, enabling detailed analyses and comparisons between these Kurdish dialects. This corpus facilitates a deeper understanding of the structural and functional aspects of these languages.	https://sinaahmadi.github.io/resources/pewan.html		1		Written	Linguistic Analysis
839	Central Kurdish Corpus	citing_context	Kurdish Textbook Corpus (KTC)	https://doi.org/10.48550/arXiv.2305.06747 (2023)	https://www.semanticscholar.org/paper/6ad3ffae7d0f087f04b20434fbd4d91e5ea5b7b7 (2019)	The Kurdish Textbook Corpus (KTC) is used to develop parallel corpora for the Central Kurdish language, specifically focusing on K-12 school textbooks from the Kurdistan Region of Iraq. This dataset enables researchers to create linguistic resources for less-resourced languages, enhancing the availability of educational materials and supporting language documentation and preservation efforts.	https://sinaahmadi.github.io/resources/ktc.html		1		Written	Language Documentation and Preservation
844	Central Kurdish Corpus	cited_context | citing_context	small corpus of size 590K tokens	https://www.semanticscholar.org/paper/602db1616942b9d4d408b4934c766da8e67854f4 (2021)	https://www.semanticscholar.org/paper/b103e1ec19f19780c2b172be85b2f0863fa20c8b (2010)	The small corpus of 590K tokens is used to develop a morphological lexicon for Central Kurdish, focusing on linguistic features. It is employed in training a semi-supervised method, enabling researchers to enhance the accuracy and coverage of morphological analysis in Central Kurdish. This dataset's size and focus on linguistic features make it suitable for building robust morphological models.; The dataset 'small corpus of size 590K tokens' is mentioned in the citation context but lacks detailed descriptions of its usage. Therefore, there is no specific evidence to describe its application, methodology, research questions, or enabling capabilities in any particular research area.	https://shs.hal.science/halshs-00751634v1/document		1		Written	Morphological Analysis
838	Central Kurdish Corpus	citing_context	Kurdish (Sorani) Named Entities	https://doi.org/10.1016/j.dib.2025.111839 (2025)	https://doi.org/10.48550/arXiv.2301.04962 (2023)	The Kurdish (Sorani) Named Entities dataset is used to enhance the Kurdish-BLARK Named Entities dataset, specifically focusing on improving named entity recognition in the Sorani Kurdish dialect. This involves refining the identification and classification of named entities, which aids in developing more accurate natural language processing tools for the Sorani Kurdish language.	https://kurdishblark.github.io/		1		Written	Named Entity Recognition
827	Central Kurdish Corpus	cited_context	Central Kurdish-English parallel corpus	https://www.semanticscholar.org/paper/9ca17bf6931ddae814ad440557377107bc334195 (2021)	https://www.semanticscholar.org/paper/602db1616942b9d4d408b4934c766da8e67854f4 (2021)	The Central Kurdish-English parallel corpus is used to study translation quality and linguistic features in Central Kurdish, particularly in domains like TED Talks, digital books, and academic content. It is also utilized to build a speech recognition system, focusing on pronunciation lexicon and speech data. Additionally, the dataset is employed to correct common text errors using before-and-after pairs and to analyze and process textual data for linguistic research.	https://kailab.org/datasets/dataset-3/		1		Multimodal/Multimedia	Machine Translation
826	Central Kurdish Corpus	citing_context	BD-4SK-ASR	https://doi.org/10.21928/uhdjst.v6n2y2022.pp117-125 (2022)	https://www.semanticscholar.org/paper/72dd600355084dc51d1ebc6d0b5cac26ec9e09ec (2019)	The BD-4SK-ASR dataset is used to develop and evaluate speech recognition systems for Sorani Kurdish, focusing on the linguistic and phonetic features of the Central Kurdish language. It includes primary school texts from Iraq’s Kurdistan Region, containing 200 sentences, which are utilized to enhance the accuracy and robustness of speech recognition models.	https://github.com/KurdishBLARK/BD-4SK-ASR		1		Speech	Speech Recognition/Understanding
823	Central Kurdish Corpus	cited_context | citing_context	AsoSoft corpus	https://doi.org/10.1007/s42803-022-00062-7 (2021)	https://doi.org/10.1093/LLC/FQY074 (2019)	The AsoSoft corpus is used for Central Kurdish language research, particularly in evaluating linguistic rules and processing. It contains 188M words from news, books, and magazines, enabling the assessment of rule consistency, word selection, and context extraction. The dataset supports experiments in language processing, morphological analysis, and the identification of standard and nonstandard forms through tagging and frequency analysis.; The AsoSoft corpus is used in research to analyze and process the Central Kurdish language, focusing on identifying standard and nonstandard forms, and evaluating language models. It contains 188M tokens from various sources, enabling training and evaluation of NLP tasks like tokenization, part-of-speech tagging, and parsing. The corpus supports linguistic experiments, morphological analysis, and the development of text corpora, addressing specific challenges in Central Kurdish language processing.	https://asosoft.github.io/resources/TextCorpus.html		1		Written	Parsing and Tagging
